Missile	Id	Vel	MaxVel	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	AnimLen	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientSend	NextHit	NextDelay	Size	CanDestroy	ToHit	AlwaysExplode	Explosion	NeverDup	ReturnFire	GetHit	KnockBack	Trans	Qty	Pierce	Param1	Param1 Comment	Param2	Param2 Comment	SpecialSetup	Open	Beta	Skill	HitShift	SrcDamage	MinDamage	MaxDamage	LevDamage	EType	EMin	Emax	ELevel	ELen	ELevelLen	HitClass	NumDirections	LocalBlood
CairnStonesGround	290	20	20	0	30	0	0	0	255	255	255	0	0	1	null	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	64	1	0
TowerMist	291	2	2	0	400	0	2	0	255	255	255	0	0	1	null	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
TowerMistTrail	292	3	3	0	50	0	2	0	255	255	255	0	0	1	mist	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSmokeS1	293	0	0	0	60	0	0	0	0	0	0	40	0	1	BRSmokeS1	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSmokeNU	294	0	0	0	340	0	0	0	0	0	0	0	0	1	BRSmokeNU	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSmokeDT	295	0	0	0	20	0	0	0	0	0	0	0	0	1	BRSmokeDT	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSpiritS1	296	0	0	0	60	0	4	0	255	255	255	40	0	1	BRSpiritS1	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSpiritNU	297	0	0	0	340	0	4	0	255	255	255	0	0	1	BRSpiritNU	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
BRDeathSpiritDT	298	0	0	0	20	0	4	0	255	255	255	0	0	1	BRSpiritDT	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoDeathControl	299	0	0	0	275	0	6	1	255	255	255	0	0	0	null	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoFirewallMaker	300	8	8	0	50	0	5	0	255	178	64	0	0	1	groundFireSmall	2	0	1	1	2	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	32	1	0
MephistoFirewall	301	0	0	0	25	0	5	1	255	178	64	0	0	0	groundFireSmall	37	0	1	12	36	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	32	1	0
MephistoFlyingRocksBig	302	12	12	0	10	3	0	0	0	0	0	0	0	1	ExplosionSpark	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoExplosionBig	303	0	0	0	12	0	13	0	255	178	64	0	0	0	FireArrowExplode2	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoFlyingRocksSmall	304	12	12	0	5	3	0	0	0	0	0	0	0	1	ExplosionSparkSmall	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoExplosionSmall	305	0	0	0	12	0	13	0	255	178	64	0	0	0	FireArrowExplode2	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoDoNotDraw	306	0	0	0	70	0	0	0	0	0	0	0	0	0	null	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
AndyControl0	307	0	0	0	350	0	0	0	0	0	0	0	0	0	null	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
AndyFirewallMaker	308	8	8	0	50	0	8	0	255	178	64	0	0	1	groundFireSmall	2	0	1	1	2	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	32	1	0
AndyFirewall	309	0	0	0	25	0	5	0	255	178	64	0	0	0	groundFireSmall	37	0	1	12	36	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	32	1	0
AndyColumnFireBase	310	0	0	0	25	0	5	0	255	178	64	0	0	0	groundFireMedium	37	0	1	12	36	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	32	1	0
AndyColumnFire	311	0	0	0	15	0	0	0	192	128	128	0	0	0	AndarielFlameDeath	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
AndyFallingDebris1	312	0	0	0	8	0	0	0	0	0	0	0	0	0	CeilingChunkFall01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
AndyFallingDebris2	313	0	0	0	8	0	0	0	0	0	0	0	0	0	CeilingChunkFall02	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
AndyFallingDebris3	314	0	0	0	8	0	0	0	0	0	0	0	0	0	CeilingChunkFall03	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
AndyDebrisExplosion1	315	0	0	0	11	0	0	0	0	0	0	0	0	0	CeilingChunkVanish01	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
AndyDebrisExplosion2	316	0	0	0	11	0	0	0	0	0	0	0	0	0	CeilingChunkVanish02	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
AndyDebrisExplosion3	317	0	0	0	11	0	0	0	0	0	0	0	0	0	CeilingChunkRemain01	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
AndyDebrisExplosion4	318	0	0	0	11	0	0	0	0	0	0	0	0	0	CeilingChunkRemain02	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
AndyDebrisExplosion5	319	0	0	0	11	0	0	0	0	0	0	0	0	0	CeilingChunkRemain03	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
WillowispLightningBolt	320	32	32	0	40	0	8	1	178	178	255	1	0	2	null	2	0	0	0	0	3	0	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	2	7	14	5	600	0	64	1	0
QueenPoisonCloud	321	8	64	1	92	0	4	0	64	255	64	16	0	0	poisonNova	30	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	5	6	16	6	800	0	0	32	0
Dirt Pile	322	0	0	0	128	0	0	0	255	255	255	0	0	0	SandMaggotDirtPile	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Client No Velocity	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0
UndeadMissile1	323	20	20	0	40	0	9	0	255	255	255	1	0	1	SkullPoison	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	5	4	6	1	350	0	0	16	0
UndeadMissile2	324	20	20	0	40	0	9	0	255	255	255	1	0	1	SkullFire	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	1	1344	2880	512	0	0	0	8	0
UndeadMissile3	325	20	20	0	40	0	9	0	255	255	255	1	0	1	SkullIce	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	4	1344	2880	512	40	0	0	16	0
UndeadMissile4	326	20	20	0	40	0	9	0	255	255	255	1	0	1	SkullUnholy	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	900	2000	180	0	0	0	0	0	0	0	16	0
BoneSpiritExplode	327	0	0	0	12	0	0	0	255	255	255	0	0	0	BoneSpiritExplode	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DopplezonExplode	328	0	0	0	25	0	0	0	255	255	255	0	0	0	DopplezonExplode	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MonBoneSpirit	329	12	12	0	128	0	3	0	255	255	255	1	0	1	BoneSpirit	8	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	3	10	15	7	0	0	0	8	0
TowerMistFade	330	0	0	0	128	1	0	0	255	255	255	0	0	0	Mist_fade	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
CountessFirewall	331	0	0	0	1000	1	5	1	255	178	64	0	0	1	groundFireSmall	37	0	1	12	36	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	1	0	0	0	0	1	3	5	4	0	0	0	1	0
TowerChestSpawner	332	0	0	0	400	1	15	0	192	192	255	0	0	0	null	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	150	start delay	2	spawn interval divisor	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
HellMeteorLaunch1	333	0	0	0	22	0	0	0	255	255	255	0	0	0	meteorlavaburst	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
HellMeteorLaunch2	334	0	0	0	22	0	0	0	255	255	255	0	0	0	meteorlavaburst2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
HellMeteorUp	335	0	0	0	50	0	0	0	255	255	255	0	0	1	meteorlavaup	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
HellMeteorDown	336	0	0	0	225	0	5	0	255	255	255	0	0	1	meteorlavadown	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	5	Radius	0	none	0	0	0	0	8	0	0	0	0	1	5	15	5	0	0	0	1	0
HellMeteorBall	337	0	0	0	225	0	5	0	255	255	255	0	0	1	meteorlavarock	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
HoradricStaff	338	0	0	0	440	0	0	0	255	255	255	0	0	1	HoradricStaff	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
HoradricLightning	339	20	20	0	30	0	3	0	255	255	255	0	0	1	LightningStrike	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	64	32	0
HoradricLight	340	0	0	0	225	0	2	0	255	255	255	0	0	1	HoradricLightBeamstreaks	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	32	0
RegurgitatorCorpse	341	14	14	0	200	0	2	0	255	64	64	1	0	1	SlugMissile	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	25	55	15	0	0	0	0	0	0	0	8	1
RegurgitatorCorpseExplode	342	0	0	0	12	0	13	0	255	64	64	0	0	0	Slug Missile Explode	12	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	1
HighPriestLightning	343	8	8	0	16	0	12	0	255	64	64	0	0	0	HighPriestLightning	9	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	1	4	12	5	0	0	0	8	0
IceBreakSmallMelt	344	0	0	0	150	0	0	0	255	255	255	0	0	0	IceBreakSmallMelt	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
IceBreakLargeMelt	345	0	0	0	150	0	0	0	255	255	255	0	0	0	IceBreakLargeMelt	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
LeapKnockBack	346	0	0	0	2	0	0	0	0	0	0	0	0	0	null	2	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
RadamentDeath	347	0	0	0	400	0	15	0	255	255	255	0	0	0	null	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
RadamentHandOfGod	348	0	0	0	21	0	0	0	0	0	0	0	0	0	HandOfGod	21	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
RadamentHolyBolt	349	12	12	0	50	0	0	0	255	255	255	0	0	1	HolyBoltMissile	16	0	0	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
TaintedSunControl	350	0	0	0	300	0	0	0	255	255	255	0	0	1	null	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
TaintedSunFlash	351	0	0	0	12	0	4	0	255	255	255	0	0	1	yellowBallGlowIntro	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
TaintedSunBall	352	12	12	0	300	0	0	0	255	255	255	0	0	1	yellowBallGlow2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
QueenDeathCenter	353	0	0	0	100	0	0	0	255	255	255	0	0	1	null	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
QueenDeathGlob	354	6	6	0	20	0	0	0	255	255	255	0	0	0	QueenDeathGuts	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
QueenDeathSplat1	355	0	0	0	50	0	0	0	255	255	255	0	0	0	QueenDeathPuddle	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
QueenDeathSplat2	356	0	0	0	50	0	0	0	255	255	255	0	0	0	QueenDeathPuddle2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
HealingBolt	357	14	14	0	30	0	2	0	222	222	255	1	0	1	HolyBoltMissile	16	0	0	0	0	3	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoHoleDelay	358	0	0	0	50	0	0	0	0	0	0	0	0	0	null	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoHoleBirth	359	0	0	0	21	0	0	0	0	0	0	0	0	0	smithholebirth	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoHoleNeutral	360	0	0	0	189	0	0	0	0	0	0	0	0	1	smithholeneutral	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoHoleDeath	361	0	0	0	21	0	0	0	0	0	0	0	0	0	smithholedeath	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MephistoHoleDead	362	0	0	0	400	0	0	0	0	0	0	0	0	1	smithholedead	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
DurielDeathControl	363	0	0	0	400	0	0	0	0	0	0	0	0	1	null	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
DurielDeathRock	364	0	0	0	40	0	0	0	0	0	0	0	0	1	Rock_large	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
DurielDeathDebris	365	12	12	0	40	0	0	0	0	0	0	0	0	1	Rock_small	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
DurielDeathSmoke	366	0	0	0	25	0	0	0	0	0	0	0	0	0	FireSmoke	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
MephistoExplosion	367	0	0	0	12	0	0	0	255	255	255	0	0	0	MephistoMissileExplosion	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OrbMist	368	2	2	0	400	0	2	0	255	125	125	0	0	1	null	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
OrbMistTrail	369	3	3	0	50	0	2	0	255	125	125	0	0	1	mist_Fade_Orb_Loop	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
OrbMistFade	370	3	3	0	15	0	2	0	255	125	125	0	0	0	mist_Fade_Orb	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
Pilum	371	24	24	0	40	0	0	0	255	255	255	0	0	0	Pilum	1	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	2	0	0	0	0	0	0	0	0	0	6	32	0
Diablo Appears	372	0	0	0	300	0	0	0	255	255	255	0	0	0	null	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HFControl	373	0	0	0	200	0	8	1	255	255	255	0	0	0	null	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HFFragment1	374	6	6	0	16	0	0	0	255	255	255	0	0	1	SoulForgeShard	47	0	1	8	30	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HFFragment2	375	0	0	0	25	0	0	0	255	255	255	0	0	1	SoulForgeShard	47	0	1	8	30	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HFFragment3	376	0	0	0	10	0	0	0	255	255	255	0	0	1	SoulForgeShard	47	0	1	8	30	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HFSpirit1	377	8	4	0	55	0	0	0	255	255	255	0	0	1	SoulForgeRisingSoul	33	0	1	8	19	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HFReserved3	378	0	0	0	0	0	0	0	255	255	255	0	0	0	null	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Izual Control	379	0	0	0	200	0	0	0	255	255	255	0	0	0	null	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Lightning Start	150	Lightning Stop	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Izual Mist Loop	380	4	4	0	50	0	2	0	255	255	255	0	0	0	IzualDeathClouds	16	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
Izual Mist Fade	381	0	0	0	15	0	0	0	255	255	255	0	0	0	null	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
Izual Lightning	382	3	3	0	50	0	2	0	255	255	255	0	0	0	IzualDeathParticles	25	0	0	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
Izual Lightning Trail	383	3	3	0	50	0	0	0	255	255	255	0	0	0	null	1	0	0	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
Cairn Stones Bolt	384	0	0	0	9	0	10	0	255	255	255	0	0	1	LightningboltBig	8	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	1	0	1	1	1	0	1	0	1	0	none	0	none	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
