skill	Id	charclass	ClassReq	AttackRank	itemclass1	itemclass2	itemclass3	itemclass4	itemclass5	itemclass6	anim	monanim	seqnum	Durability	Shiver	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchMonsterNear	SelectDead	SearchOpenXY	TargetPet	TargetAlly	range	AttackNoMana	reqlevel	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	State1	State2	State3	SkillPage	SkillRow	SkillColumn	IconCel	leftskl	manashift	mana	lvlmana	Interrupt	InTown	Periodic	Passive	Param1	Param1 Description	Param2	Param2 Description	Param3	Param3 Description	Param4	Param4 Description	Param5	Param5 Description	Param6	Param6 Description	effect	leveleffect	InGame	Done	Open	Beta	What's left? - code	What's Left - art	ToHit	LevToHit	HitShift	SrcDam	MinDam	MaxDam	LevDam	EType	EMin	EMax	ELev	ELen	ELevLen
GargoyleTrap	172	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	18	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
SpiderLay	173	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a2	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	30	Slow Duration/Level	75	Duration/Level	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
VampireHeal	174	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
VampireRaise	175	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	1	0	0	0	1	1	1	1	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Submerge	176	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
FetishAura	177	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	10	Base stat mod	50	Duration/Level	5	Stat Mod/Level	10	Base Range ( + 2/Lvl )	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
FetishInferno	178	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
ZakarumHeal	179	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	15	?	30	?	5	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Emerge	180	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Resurrect	181	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	1	0	0	0	1	1	1	1	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	1	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Bestow	182	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	1	0	0	0	1	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MissileSkill1	183	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MonTeleport	184	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
PrimeLightning	185	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a2	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
PrimeBolt	186	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
PrimeBlaze	187	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	60	duration/level	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
PrimeFirewall	188	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
PrimeSpike	189	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	4	radius	0	radius per level	25	freeze frames	10	freeze frames per level	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
PrimeIceNova	190	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
PrimePoisonball	191	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
PrimePoisonNova	192	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
DiabLight	193	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
DiabCold	194	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk2	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	150	Frames	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	3	1	6	5	0	0
DiabFire	195	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
FingerMageSpider	196	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	30	base frames	10	frames per level	24	unshifted damage per frame	0	?	0	?	0	?	"A spider comes out, tracks you, hits you, curses you for xx frames"	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
DiabWall	197	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
DiabRun	198	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	22	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	17	33	9	0	0	0	0	0	0
DiabPrison	199	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk3	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
PoisonBallTrap	200	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	sk1	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	10	20	10	0	0	0	0	0	0
AndyPoisonBolt	201	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
HireableMissile	202	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
DesertTurret	203	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	26	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
ArcaneTower	204	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	27	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MonBlizzard	205	monster	1	3	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Mosquito	206	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	34	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	2	4	2	0	2	4	3	200	0
CursedBallTrapRight	207	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	sk2	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	10	20	5	0	0	0	0	0	0
CursedBallTrapLeft	208	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	sk2	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	10	20	5	0	0	0	0	0	0
MonFrozenArmor	209	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	30	% AC base	5	% AC per level	3600	Duration	300	Duration per level	30	Freeze Frames	3	Freeze Frames per level	?	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MonBoneArmor	210	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	20	damage absorbed	10	additional absorbed/level	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MonBoneSpirit	211	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	15	Search range	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MonCurseCast	212	monster	1	5	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk2	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	8	0	0	1	0	0	0	3	radius	1	radius per level	300	duration	60	additional duration/level	100	% additional damage taken	0	?	?	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
HellMeteor	213	monster	1	4	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
RegurgitatorEat	214	monster	1	2	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	1	0	0	0	0	0	1	1	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	"Regurgitator eats a corpse, causing blood to fly, and enabling his missile attack"	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MonFrenzy	215	monster	1	3	xxx	xxx	xxx	xxx	xxx	xxx	seq	a2	0	0	1	1	0	1	1	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	50	duration	25	duration/level	30	min % speed increase	110	max % speed increase	0	?	0	?	?	?	1	1	0	0	?	?	10	10	8	2	0	0	0	0	0	0	0	0	0
QueenDeath	216	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	41	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Scroll of Identify	217	all	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	8	0	0	0	1	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	na	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Book of Identify	218	all	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	8	0	0	0	1	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	na	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Scroll of Townportal	219	all	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	8	0	0	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	na	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Book of Townportal	220	all	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	8	0	0	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	na	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
