Class	namco	Type	Descriptor	BaseId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	OverlayHeight	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight
StygianHag	StygianHag	Vile Mother		124	1	0	VM	0	0	3	3	3	2	7	7	0	27	52	77	1	1	3	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	7	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	167	39	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	25	0	0	0	0	0	50	0	0	0	0	0	75	0	2	0	0	0	0	1	0	0	1	0	0	96	0	128	165	101	828	27	15	32	51	0	0	0	0	0	0	474	612	211	4136	41	87	169	0	0	0	0	0	0	1161	1500	337	17583	71	152	357	0	0	0	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Grotesque	Grotesque	Vile Mother		124	1	0	VM	0	0	3	3	3	2	7	7	0	30	55	80	1	2	3	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	7	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	167	39	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	40	0	0	0	0	0	70	0	0	0	0	0	100	0	2	0	0	0	0	1	0	0	1	0	0	96	0	141	182	113	1102	29	17	36	56	0	0	0	0	0	0	501	647	223	5066	43	92	179	0	0	0	0	0	0	1206	1558	350	20942	74	157	371	0	0	0	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
FleshBeast	FleshBeast	Vile Dog		125	1	0	VC	0	0	2	2	1	1	8	10	0	24	49	74	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	2	0	0	0	0	0	1	0	0	0	0	48	0	28	42	121	330	38	7	12	74	0	0	0	0	0	0	108	164	267	1789	20	33	259	0	0	0	0	0	0	270	409	434	7822	35	59	557	0	0	0	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
StygianDog	StygianDog	Vile Dog		125	1	0	VC	0	0	2	2	1	1	9	11	0	27	52	77	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	25	0	0	0	0	0	50	0	0	0	0	0	75	0	2	0	0	0	0	0	1	0	0	0	0	48	0	31	47	136	439	43	8	13	83	0	0	0	0	0	0	115	174	283	2191	21	35	275	0	0	0	0	0	0	281	426	451	9316	37	61	579	0	0	0	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GrotesqueWyrm	GrotesqueWyrm	Vile Dog		125	1	0	VC	0	0	2	2	1	1	10	12	0	30	55	80	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	40	0	0	0	0	0	70	0	0	0	0	0	100	0	2	0	0	0	0	0	1	0	0	0	0	48	0	34	52	151	584	47	9	14	92	0	0	0	0	0	0	121	184	299	2684	22	37	290	0	0	0	0	0	0	291	442	469	11095	38	63	602	0	0	0	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Groper	Groper	Finger Mage	homing missiles	126	1	0	FR	0	0	3	3	3	3	10	16	0	24	49	74	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	40	att pct	40	spider pct	50	heal target	30	hprun pct	0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	7	0	0	196	0	3	0	0	0	0	0	0	0	0	0	0	0	0	255	90	0	0	0	40	40	0	0	0	0	50	50	0	0	0	0	50	75	0	0	2	0	0	0	0	1	0	1	1	0	0	96	0	76	105	121	482	24	8	19	45	0	0	0	0	0	0	298	410	267	2616	23	53	160	0	0	0	0	0	0	744	1023	434	11439	40	94	343	0	0	0	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strangler	Strangler	Finger Mage	homing missiles	126	1	0	FR	0	0	3	3	3	3	10	16	0	27	52	77	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	60		60		60		40		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	7	0	0	196	0	4	0	0	0	0	0	0	0	0	0	0	0	0	255	228	132	0	0	50	50	0	0	0	0	60	60	0	0	0	0	60	100	0	0	2	0	0	0	0	1	0	1	1	0	0	96	0	85	117	136	641	27	9	21	51	0	0	0	0	0	0	316	435	283	3204	24	56	169	0	0	0	0	0	0	774	1064	451	13624	42	98	357	0	0	0	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
StormCaster	StormCaster	Finger Mage	homing missiles	126	1	0	FR	0	0	3	3	3	3	10	16	0	30	55	80	0	2	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	80		80		70		50		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	7	0	0	196	0	5	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	60	60	0	0	0	0	75	75	0	0	0	0	75	100	0	0	2	0	0	0	0	1	0	1	1	0	0	96	0	94	129	151	854	29	10	23	56	0	0	0	0	0	0	334	459	299	3925	25	59	179	0	0	0	0	0	0	804	1106	469	16227	43	102	371	0	0	0	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corpulent	Corpulent	Regurgitator	eats and spits corspes	127	1	0	CS	0	0	3	3	3	2	6	12	0	24	49	74	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	70	att pct	50	spit pct	40	approach	0		3	pct corpse	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	341	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	214	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	96	0	105	142	121	604	24	13	22	45	12	23	45	0	0	0	410	555	267	3279	38	64	160	33	65	160	0	0	0	1023	1386	434	14340	68	113	343	59	115	343	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CorpseSpitter	CorpseSpitter	Regurgitator	eats and spits corspes	127	1	0	CS	0	0	3	3	3	2	7	12	0	27	52	77	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	80		60		50		0		6		1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	341	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	214	0	2	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	96	0	117	158	136	804	27	15	25	51	13	25	51	0	0	0	435	589	283	4017	41	67	169	35	69	169	0	0	0	1064	1442	451	17079	71	117	357	61	120	357	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MawFiend	MawFiend	Regurgitator	eats and spits corspes	127	1	0	CS	0	0	3	3	3	2	8	12	0	30	55	80	1	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		70		60		0		9		1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	341	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	214	0	3	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	96	0	129	175	151	1070	29	17	28	56	14	28	56	0	0	0	459	622	299	4921	43	71	179	37	73	179	0	0	0	1106	1497	469	20341	74	122	371	63	124	371	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DoomKnight	DoomKnight	Undead Horror	Fighter	128	1	0	UM	0	0	2	2	3	2	6	7	0	24	49	74	2	2	3	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	7	0	fgt	0		0		0		0		0		1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	4	10	0	60	5	10	50	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	80	20	20	40	0	0	100	20	20	40	0	0	100	20	20	50	2	1	0	0	1	0	0	0	1	0	0	144	0	65	86	153	486	24	11	24	45	8	19	45	0	0	0	253	335	338	2638	30	68	160	23	53	160	0	0	0	632	837	550	11537	54	120	343	40	94	343	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AbyssKnight	AbyssKnight	Undead Horror	Fighter Mage	129	1	0	UM	0	0	2	2	3	2	7	7	0	27	52	77	2	1	3	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	8	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	4	10	0	40	5	10	50	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	4	0	1	183	0	1	210	0	5	211	0	2	0	0	0	0	0	0	255	255	255	0	0	40	80	40	40	0	0	40	80	40	40	0	0	40	80	40	50	2	1	0	0	1	0	0	0	1	0	0	144	0	72	96	172	647	27	12	26	51	9	21	51	0	0	0	269	356	359	3232	32	71	169	24	56	169	0	0	0	658	871	573	13741	56	125	357	42	98	357	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OblivionKnight	OblivionKnight	Undead Horror	Mage	130	1	0	UM	0	0	2	2	3	2	8	7	0	30	55	80	2	1	2	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	8	0	mgk	0		0		0		0		0		1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	4	0	1	183	0	1	210	0	6	211	0	2	212	0	2	182	40	2	255	255	255	0	0	60	60	60	60	0	0	60	60	80	60	0	0	60	60	80	75	2	1	0	0	1	0	0	0	1	0	0	144	0	80	106	191	861	29	13	29	56	10	23	56	0	0	0	284	376	380	3959	34	76	179	25	59	179	0	0	0	683	905	595	16365	58	129	371	43	102	371	0	0	0	79	89	93	0	79	89	93	0	79	89	93	0	0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QuillBear	QuillBear	SpikeGiant		131	1	1	S7	0	0	3	3	3	1	4	4	0	1	26	51	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	60	att freq	50	chase freq	16	delay	0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	11	18	5	47	3	1	3	3	0	0	0	0	0	0	250	400	142	781	12	37	85	0	0	0	0	0	0	803	1285	299	4240	28	83	237	0	0	0	0	0	0	1	70	80	90	1	70	89	93	1	70	89	93	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SpikeGiant	SpikeGiant	SpikeGiant		131	1	1	S7	0	0	3	3	3	1	4	4	0	5	30	55	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	70	att freq	60	chase freq	14	delay	0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	30	48	25	109	6	2	6	10	0	0	0	0	0	0	288	460	163	1024	14	42	98	0	0	0	0	0	0	866	1385	322	5353	30	90	255	0	0	0	0	0	0	1	71	81	90	1	71	89	93	1	71	89	93	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ThornBrute	ThornBrute	SpikeGiant		131	1	1	S7	0	0	3	3	3	1	5	5	0	8	33	58	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	80	att freq	70	chase freq	12	delay	0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	44	70	40	155	9	3	9	16	0	0	0	0	0	0	316	505	180	1255	15	46	108	0	0	0	0	0	0	913	1460	340	6376	31	94	269	0	0	0	0	0	0	1	71	81	90	1	71	89	93	1	71	89	93	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RazorBeast	RazorBeast	SpikeGiant		131	1	1	S7	0	0	3	3	3	1	5	5	0	9	34	59	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	90	att freq	80	chase freq	8	delay	0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	48	78	45	171	10	3	10	18	0	0	0	0	0	0	325	520	185	1342	16	47	111	0	0	0	0	0	0	928	1485	346	6759	32	96	274	0	0	0	0	0	0	1	72	82	90	1	72	89	93	1	72	89	93	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GiantUrchin	GiantUrchin	SpikeGiant		131	1	0	S7	0	0	3	3	3	1	6	6	0	19	44	69	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	95	att freq	90	chase freq	4	delay	0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	95	153	95	424	19	6	19	36	0	0	0	0	0	0	419	670	240	2641	20	61	143	0	0	0	0	0	0	1084	1735	405	12104	37	112	320	0	0	0	0	0	0	1	75	85	91	1	75	89	93	1	75	89	93	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dummy	Snake			132	0	0	CO	1	1	0	0	0	1	2	2	0	99	124	149	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Parrot			133	0	0	PR	1	1	0	0	0	1	5	5	0	99	124	149	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Fish			134	1	0	FJ	1	1	0	0	0	1	5	5	0	99	124	149	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Evil Hole	Evil Hole		135	0	0	EH	0	0	3	3	3	3	0	0	0	1	26	51	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	100		50		0		0		0		1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	90	90	90	90	100	100	90	90	90	90	100	100	90	90	90	90	100	100	2	0	0	0	0	1	0	0	0	0	0	128	0	4	20	5	32	1	0	0	0	0	0	0	0	0	0	100	450	142	538	0	0	0	0	0	0	0	0	0	321	1446	299	2918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Evil Hole	Evil Hole		135	0	0	EH	0	0	3	3	3	3	0	0	0	4	29	54	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	100		50		0		0		0		1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	90	90	90	90	100	100	90	90	90	90	100	100	90	90	90	90	100	100	2	0	0	0	0	1	0	0	0	0	0	128	0	10	45	20	64	1	0	0	0	0	0	0	0	0	0	111	501	158	659	0	0	0	0	0	0	0	0	0	340	1530	317	3475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Evil Hole	Evil Hole		135	0	0	EH	0	0	3	3	3	3	0	0	0	7	32	57	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	100		50		0		0		0		1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	90	90	90	90	100	100	90	90	90	90	100	100	90	90	90	90	100	100	2	0	0	0	0	1	0	0	0	0	0	128	0	16	70	35	96	1	0	0	0	0	0	0	0	0	0	123	551	174	807	0	0	0	0	0	0	0	0	0	359	1614	334	4139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Evil Hole	Evil Hole		135	0	0	EH	0	0	3	3	3	3	0	0	0	9	34	59	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	100		50		0		0		0		1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	90	90	90	90	100	100	90	90	90	90	100	100	90	90	90	90	100	100	2	0	0	0	0	1	0	0	0	0	0	128	0	19	87	45	118	1	0	0	0	0	0	0	0	0	0	130	585	185	924	0	0	0	0	0	0	0	0	0	371	1671	346	4651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
